Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What U.S. Air Force general led the first bombing raid over Tokyo ?|led|What U.S. led the|WDT|DT|VBD|HUM
What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?|said|What U.S. said :|WDT|:|VBD|HUM
What was the name of the first Watergate special prosecutor , later fired by Nixon ?|fired|What was fired by|WDT|IN|VBN|HUM
How do movie blues screens work ?|work|How do work ?|WDT|.|NN|DESC
How does the speed the magnet spins in a generator affect the output of the generator ?|affect|How does affect the|WDT|DT|VB|DESC
What 's the supreme policy-making bureau of the Soviet Communist Party ?|'s|What 's 's the|WDT|DT|VBZ|HUM
What was the Vietnam War ?|was|What was was the|WDT|DT|VBD|DESC
What is La Nina ?|is|What is is La|WDT|NNP|VBZ|DESC
Why did the Globe Theatre burn down ?|burn|Why did burn down|WDT|RP|VB|DESC
On what day were John F and Jackie Kennedy married ?|were|what day were John|WDT|NNP|VBD|NUM
What was the non-fiction best-seller of 1952 , 1953 and 1954 ?|was|What was was the|WDT|DT|VBD|ENTY
What is meant by blood SED rate ?|meant|What is meant by|WDT|IN|VBN|DESC
Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?|are|Who are are the|WDT|DT|VBP|HUM
Who won a Pulitzer Prize for his novel The Caine Mutiny ?|won|Who won won a|WDT|DT|VBD|HUM
What 's the best way to lose the flab under your chin and around your face ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
Where is your corpus callosum ?|is|Where is is your|WDT|PRP$|VBZ|LOC
What Broadway musical featured the song , `` If I were a rich man ? ''|featured|What Broadway featured the|WDT|DT|VBD|ENTY
Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?|portrayed|Who portrayed portrayed Sherlock|WDT|NNP|VBD|HUM
Why is the development of space so important ?|is|Why is is the|WDT|DT|VBZ|DESC
What is the nursery rhyme Rock-a-by Baby about ?|rhyme|What is rhyme Rock|WDT|NNP|NN|DESC
When Superman needs to get away from it all , where does he go ?|go|When Superman where does go ?|WDT|.|VB|LOC
How old is singer Freedy Johnston ?|is|How old is singer|WDT|NN|VBZ|NUM
What is the origin of gametophytic tissue ?|is|What is is the|WDT|DT|VBZ|DESC
What does Aaron mean ?|mean|What does mean ?|WDT|.|VB|DESC
What is a fear of hair ?|is|What is is a|WDT|DT|VBZ|ENTY
What is the name of the pop singer whose song became the theme song for a brand of catsup ?|whose|What is is the whose song|WP$|NN|VBZ|HUM
What is a conifer ?|is|What is is a|WDT|DT|VBZ|DESC
Who claimed to be the world 's most perfectly-developed man ?|claimed|Who claimed claimed to|WDT|TO|VBD|HUM
What is different about the red and black fox ?|is|What is is different|WDT|JJ|VBZ|DESC
What is e-commerce ?|is|What is is e|WDT|NN|VBZ|DESC
How do I tie a tie ?|tie|How do tie a|WDT|DT|VB|DESC
Where can I get cotton textiles importer details ?|get|Where can get cotton|WDT|NN|VB|LOC
When did Spain and Korea start ambassadorial relations ?|start|When did start ambassadorial|WDT|JJ|VBP|NUM
What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?|took|What kind took part|WDT|NN|VBD|HUM
What is chromatology ?|is|What is is chromatology|WDT|NN|VBZ|DESC
How many grooves are on a dime 's edge ?|are|How many are on|WDT|IN|VBP|NUM
How was the ACLU formed ?|formed|How was formed ?|WDT|.|VBD|DESC
What are the most albums sold by one artist or band ?|are|What are are the|WDT|DT|VBP|ENTY
The second most popular sport worldwide is what ?|what|is what what ?|WP|.|VBZ|ENTY
What do goldfish lose if kept in dimly-lit or running water ?|lose|What do lose if|WDT|IN|VB|ENTY
What canal does the Thatcher Ferry Bridge span ?|span|What canal span ?|WDT|.|NN|LOC
What American won the world Grand Prix driving championship in 1978 ?|won|What American won the|WDT|DT|VBD|HUM
What are the chances of pregnacy if the penis does not penetrate the vagina ?|are|What are are the|WDT|DT|VBP|NUM
What 's the highest hand in straight poker ?|'s|What 's 's the|WDT|DT|VBZ|ENTY
Where can I find a lesson plan for teaching the metric system conversion to American standard ?|find|Where can find a|WDT|DT|VB|LOC
What is the name of Kevin Costner 's movie about Sioux Indians ?|is|What is is the|WDT|DT|VBZ|ENTY
What are Kythnos , Siphnos , Seriphos and Mykonos ?|are|What are are Kythnos|WDT|NNP|VBP|DESC
Name a female figure skater .|Name|Name a|WDT|DT|VB|HUM
Why are there no white lines on pro footballs ?|are|Why are are there|WDT|EX|VBP|DESC
How long would it take for a $ savings bond to mature ?|take|How long take for|WDT|IN|VB|NUM
How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?|is|How is is Abigail|WDT|NNP|VBZ|DESC
What did the Congress of Vienna establish ?|establish|What did establish ?|WDT|.|VB|ENTY
What is the average cost for four years of medical school ?|is|What is is the|WDT|DT|VBZ|NUM
What harmful chemicals are in bug spray ?|are|What harmful are in|WDT|IN|VBP|ENTY
How many spears are there on Kenya 's flag ?|are|How many are there|WDT|RB|VBP|NUM
What did Mighty Mouse always sing as he went into action ?|sing|What did sing as|WDT|IN|VBP|DESC
Where did George of the Jungle live ?|live|Where did live ?|WDT|.|RB|LOC
How did Bob Marley die ?|die|How did die ?|WDT|.|VB|DESC
What 's men 's par on a 455-yard golf hole ?|'s|What 's 's men|WDT|NNS|VBZ|NUM
What percentage of American men are alcoholic ?|are|What percentage are alcoholic|WDT|JJ|VBP|NUM
Dialing , 900 , 740-TREE to have a tree planted will cost how much ?|how|cost how how much|WRB|JJ|VB|NUM
In South Korea , how many American Soldiers are there ?|are|how many are there|WDT|RB|VBP|NUM
Who portrayed Carl Bernstein in All the President 's Men ?|portrayed|Who portrayed portrayed Carl|WDT|NNP|VBD|HUM
What are the numbers that fit into Fermont 's last theorem ?|that|What are are the that fit|WDT|VBP|VBP|NUM
Who was Tiny Tim 's father ?|was|Who was was Tiny|WDT|JJ|VBD|HUM
What does a heliologist study ?|study|What does study ?|WDT|.|VB|ENTY
Who was Bonnie Blue Butler 's father ?|was|Who was was Bonnie|WDT|NNP|VBD|HUM
What shampoo prevents eczema , seborrhea , and psoriasis ?|prevents|What shampoo prevents eczema|WDT|NN|VBZ|ENTY
How many Americans have HIV ?|have|How many have HIV|WDT|NNP|VBP|NUM
Where do I find information for foreclosure properties on the Internet ?|find|Where do find information|WDT|NN|VB|LOC
Who is the Antichrist ?|is|Who is is the|WDT|DT|VBZ|HUM
What was the first English play written exclusively for children ?|was|What was was the|WDT|DT|VBD|ENTY
Which Latin American country is the largest ?|is|Which Latin is the|WDT|DT|VBZ|LOC
What was the former residence of Scottish kings in Edinburgh ?|was|What was was the|WDT|DT|VBD|LOC
How many teats does a female goat sport ?|does|How many does a|WDT|DT|VBZ|NUM
How tall is kilamanjaro ?|is|How tall is kilamanjaro|WDT|JJ|VBZ|NUM
Who was the lawyer who represented Randy Steven Craft ?|who|Who was was the who represented|WP|VBD|VBD|HUM
What country buys 25 percent of the world 's tea exports ?|buys|What country buys 25|WDT|CD|VBZ|LOC
What country is the origin of the band the Creeps ?|is|What country is the|WDT|DT|VBZ|LOC
What did the crocodile swallow in Peter Pan ?|swallow|What did swallow in|WDT|IN|VB|ENTY
What is the origin of the word `` mushroom '' ?|is|What is is the|WDT|DT|VBZ|DESC
Which of the following celebrities was not born in Philadelphia ?|born|Which of born in|WDT|IN|VBN|HUM
What is the number of American soldiers deployed to South Korea ?|is|What is is the|WDT|DT|VBZ|NUM
Where is the biggest bell ?|is|Where is is the|WDT|DT|VBZ|LOC
What is the brand name of the chemical daminozide ?|is|What is is the|WDT|DT|VBZ|ENTY
How do microwaves work ?|work|How do work ?|WDT|.|VB|DESC
What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?|paid|What magazine paid Ernest|WDT|NNP|VBD|ENTY
What is the estimated total U.S. whitetail deer population ?|is|What is is the|WDT|DT|VBZ|NUM
Who wrote the Farmer 's Almanac ?|wrote|Who wrote wrote the|WDT|DT|VBD|HUM
What animal received royal assent as an emblem of Canada on March 24 , 1975 ?|received|What animal received royal|WDT|JJ|VBD|ENTY
What number is at 12 o 'clock on a dartboard ?|is|What number is at|WDT|IN|VBZ|NUM
Which team won the Super Bowl in 1968 ?|won|Which team won the|WDT|DT|VBD|HUM
What is the recommended daily requirement for folic acid for pregnant women ?|is|What is is the|WDT|DT|VBZ|DESC
What film dramatized the Scopes monkey trial ?|dramatized|What film dramatized the|WDT|DT|VBD|ENTY
CNN is owned by whom ?|whom|owned by whom ?|WP|.|VBN|HUM
What country offered Albert Einstein its presidency in 1952 ?|offered|What country offered Albert|WDT|NNP|VBD|LOC
What is the HIGHEST Roman numeral ?|is|What is is the|WDT|DT|VBZ|DESC
What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?|saw|What TV saw many|WDT|JJ|VBD|ENTY
Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?|who|Who was was the who gained|WP|VBD|VBD|HUM
How is digital audio used ?|used|How is used ?|WDT|.|VBN|DESC
What is AFS ?|is|What is is AFS|WDT|NNP|VBZ|ABBR
Who was Quetzalcoatl ?|was|Who was was Quetzalcoatl|WDT|NNP|VBD|HUM
What operating system do IBM-compatible machines use ?|do|What operating do IBM|WDT|NNP|VBP|ENTY
What French leader sold Louisiana to the United States ?|sold|What French sold Louisiana|WDT|NNP|VBD|HUM
What bay sparkles next to Miami , Florida ?|sparkles|What bay sparkles next|WDT|RB|VBZ|LOC
How many miles of veins are in the circulatory system ?|are|How many are in|WDT|IN|VBP|NUM
What famed river flows through Bagdad ?|flows|What famed flows through|WDT|IN|VBZ|LOC
How is bubble wrap made ?|is|How is is bubble|WDT|NN|VBZ|DESC
What is Java ?|is|What is is Java|WDT|NNP|VBZ|DESC
Who is the prime minister of Japan ?|is|Who is is the|WDT|DT|VBZ|HUM
What player squats an average of 3 times during a baseball doubleheader ?|squats|What player squats an|WDT|DT|VBZ|HUM
What 's the most common name in nursery rhymes ?|'s|What 's 's the|WDT|DT|VBZ|HUM
How many `` No '' answers was the What 's My Line ? panel allowed ?|allowed|How many What 's allowed ?|WDT|.|VBN|NUM
What is the fine for having a dog on a beach ?|is|What is is the|WDT|DT|VBZ|NUM
Who wrote the book , `` Song of Solomon '' ?|wrote|Who wrote wrote the|WDT|DT|VBD|HUM
Where can one find information on religion and health , the brain and nutrition ?|find|Where can find information|WDT|NN|VB|LOC
Name the Ranger who was always after Yogi Bear .|who|Name the who was|WP|VBD|VB|HUM
What TV show did John Sebastian sing the theme for ?|sing|What TV sing the|WDT|DT|VB|ENTY
Who is the president of the Spanish government ?|is|Who is is the|WDT|DT|VBZ|HUM
Who holds the career record for the most major league home runs ?|holds|Who holds holds the|WDT|DT|VBZ|HUM
Which of the following actors worked in New York 's Yiddish Theater ?|worked|Which of worked in|WDT|IN|VBD|HUM
Who invented the stethoscope ?|invented|Who invented invented the|WDT|DT|VBD|HUM
What is a mathematical factor ?|is|What is is a|WDT|DT|VBZ|DESC
How many four star generals were there and who are they ?|who|How many were there who are|WP|VBP|VBD|NUM
When did Nixon die ?|die|When did die ?|WDT|.|VB|NUM
What was originally defined as one 1-millionth of the distance from the equator to the Pole ?|defined|What was defined as|WDT|IN|VBN|ENTY
What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?|hit|What comedian hit the|WDT|DT|VBD|HUM
How many members are in the California congressional delegation ?|are|How many are in|WDT|IN|VBP|NUM
What erupts every hour at Yellowstone National Park ?|erupts|What erupts erupts every|WDT|DT|VBZ|LOC
What country contains the highest point in South America ?|contains|What country contains the|WDT|DT|VBZ|LOC
What are Arnold Palmer 's fans called ?|are|What are are Arnold|WDT|NNP|VBP|HUM
Who retired with 755 home runs to his credit ?|retired|Who retired retired with|WDT|IN|VBD|HUM
What constellation represents a hunter with club and shield ?|represents|What constellation represents a|WDT|DT|VBZ|LOC
Who developed potlatch ?|developed|Who developed developed potlatch|WDT|NN|VBD|HUM
How long did Shea and Gould practice law in Los Angeles ?|long|How long long did|WDT|VBD|RB|NUM
What 's a perfect score in a gymnastics exercise ?|'s|What 's 's a|WDT|DT|VBZ|NUM
What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?|included|What group included Abbey|WDT|NNP|VBD|HUM
What made Jane Goodall famous ?|made|What made made Jane|WDT|NNP|VBD|DESC
At what age did Rossini stop writing opera ?|stop|what age stop writing|WDT|VBG|VB|NUM
What Russian seaport has a name meaning `` Lord of the East '' ?|has|What Russian has a|WDT|DT|VBZ|LOC
Name the two actress daughters of John Mills .|Name|Name the|WDT|DT|VB|HUM
How old was Gene Siskel ?|was|How old was Gene|WDT|NNP|VBD|NUM
What can be done about snoring ?|done|What can done about|WDT|IN|VBN|DESC
What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?|separates|What Rocky separates North|WDT|NNP|VBZ|LOC
Who is the actress Bette Davis once said she wished she looked like ?|said|Who is said she|WDT|PRP|VBD|HUM
Who portrayed The Cowardly Lion in The Wizard of Oz ?|portrayed|Who portrayed portrayed The|WDT|DT|VBD|HUM
What does a chiropodist treat ?|treat|What does treat ?|WDT|.|VB|ENTY
What is porphyria ?|is|What is is porphyria|WDT|NN|VBZ|DESC
What gate opened on East and West Berlin ?|opened|What gate opened on|WDT|IN|VBD|LOC
Who was the first king of England ?|was|Who was was the|WDT|DT|VBD|HUM
What made the Finger Lakes in western New York state ?|made|What made made the|WDT|DT|VBD|DESC
In what movie is the number nine found in the title ?|is|what movie is the|WDT|DT|VBZ|ENTY
How many calories are there in soy sauce ?|are|How many are there|WDT|RB|VBP|NUM
Who killed Kurt Cobain ?|killed|Who killed killed Kurt|WDT|NNP|VBD|HUM
Who created the monster in Mary Shelley 's novel Frankenstein ?|created|Who created created the|WDT|DT|VBD|HUM
What 's the farthest planet from the sun ?|'s|What 's 's the|WDT|DT|VBZ|LOC
Why does the sun shine only a short time in Alaska ?|shine|Why does shine only|WDT|RB|VB|DESC
What chemical in red wine is good for the heart and what exactly does it do to your body ?|what|What chemical is good what exactly|WP|RB|VBZ|ENTY
How does blood clot ?|clot|How does clot ?|WDT|.|NN|DESC
How big is our galaxy in diameter ?|is|How big is our|WDT|PRP$|VBZ|NUM
What product `` doubles your pleasure , doubles your fun '' ?|doubles|What product doubles your|WDT|PRP$|VBZ|ENTY
When is a woman most fertile ?|is|When is is a|WDT|DT|VBZ|NUM
What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?|became|What son became the|WDT|DT|VBD|HUM
Who was the first man to return to space ?|was|Who was was the|WDT|DT|VBD|HUM
What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?|did|What brand did Calvin|WDT|NNP|VBD|ENTY
Who gave Abbie Hoffman his first dose of LSD ?|gave|Who gave gave Abbie|WDT|NNP|VBD|HUM
What effect does friction have on perpetual motion ?|have|What effect have on|WDT|IN|VB|DESC
What did the Seven Dwarfs do for a living ?|do|What did do for|WDT|IN|VBP|HUM
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?|became|What 4 became the|WDT|DT|VBD|HUM
Who shot Billy the Kid ?|shot|Who shot shot Billy|WDT|NNP|VBD|HUM
