,question,responses,MuHeQA_Rank,MuHeQA_Top1,MuHeQA_Top2,MuHeQA_Top3,Wiki_Rank,Wiki_Top1,Wiki_Top2,Wiki_Top3,DBpedia_Rank,DBpedia_Top1,DBpedia_Top2,DBpedia_Top3
3231,Name someone born in belfast,['Arthur Wilson Stelfox'],,,,,,,,,,,,
3232,which country does the valea glonțului river flow into,[nan],,,,,,,,,,,,
3233,what company produced beyond outrage,['Takeshi Kitano'],,,,,,,,,,,,
3234,What rock music was released in the 1990's?,['(One Glance Is) Holy'],,,,,,,,,,,,
3235,what was priscilla ahn's first album,['Fine on the Outside'],,,,,,,,,,,,
3236,Which artist is signed to def jam recordings?,['24 (Kanye West song)'],,,,,,,,,,,,
3237,What's a film directed by fred kelsey,['A 44-Calibre Mystery'],,,,,,,,,,,,
3238,where was małgorzata foremniak born?,['Radom'],,,,,,,,,,,,
3239,what is the name of a person who was born in silesia,['Wilhelm Gliese'],,,,,,,,,,,,
3240,what gender best categorizes george o'boyle,[nan],,,,,,,,,,,,
3241,Which country was ondřej soukup born in,[nan],,,,,,,,,,,,
3242,what book genre is neverness?,['Novel'],,,,,,,,,,,,
3243,Who created mandalay pictures?,['Peter Guber'],,,,,,,,,,,,
3244,which city did les keiter pass away,[nan],,,,,,,,,,,,
3245,What company published the game aleste 2,['Compile (company)'],,,,,,,,,,,,
3246,dennis hale recorded under what music label,['Decca Records'],,,,,,,,,,,,
3247,which football position does daniel ivanovski play,['Defender (association football)'],,,,,,,,,,,,
3248,Where was sydney park born?,['Pennsylvania'],,,,,,,,,,,,
3249,who is the male director of the film brown sugar?,['Rick Famuyiwa'],,,,,,,,,,,,
3250,what is jerry e. hinshaw's gender,[nan],,,,,,,,,,,,
3251,which football player was born in south korea?,['Bopjong'],,,,,,,,,,,,
3252,what instrument does fred tackett play,['Singing'],,,,,,,,,,,,
3253,Who directed the film to live and die in mongkok,['Wong Jing'],,,,,,,,,,,,
3254,what is the genre of the album the lover in me?,[nan],,,,,,,,,,,,
3255,What is the nationality of jane rogers?,[nan],,,,,,,,,,,,
3256,"what is e. clay shaw, jr. place of death?",[nan],,,,,,,,,,,,
3257,where was debi gliori born,['Glasgow'],,,,,,,,,,,,
3258,what is the religion of george marshall?,[nan],,,,,,,,,,,,
3259,What is the name of a film written by john carpenter,['Escape from L.A.'],,,,,,,,,,,,
3260,What artist used a drum kit,['Borko'],,,,,,,,,,,,
3261,Who directed the film parinda,['Vidhu Vinod Chopra'],,,,,,,,,,,,
3262,what label is boyband under,['Warner Music Group'],,,,,,,,,,,,
3263,Name someone who was born in durban.,['Brian Whitfield'],,,,,,,,,,,,
3264,where was the death place of charlie lea,"['Collierville, Tennessee']",,,,,,,,,,,,
3265,What is the profession of anna brewster?,['Actress'],,,,,,,,,,,,
3266,where is norman kerry's place of birth?,['New York City'],,,,,,,,,,,,
3267,what is the gameplay mode of the game j-league eleven beat 1997?,['Multiplayer video game'],,,,,,,,,,,,
3268,whats tilman pesch's profession,['Philosopher'],,,,,,,,,,,,
3269,"Who was born in pasadena, california",['Alan Grant (American football)'],,,,,,,,,,,,
3270,Who is the former Justice of Supreme Court of Pakistan born in mumbai,['Ajit Hutheesing'],,,,,,,,,,,,
3271,who created smugglers run,['Rockstar San Diego'],,,,,,,,,,,,
3272,what label is jack frost signed to,['Noise Records'],,,,,,,,,,,,
3273,Who was the European producer for last life in the universe?,['Wouter Barendrecht'],,,,,,,,,,,,
3274,What is an album of alternative metal music?,['1000 Miles (Grinspoon song)'],,,,,,,,,,,,
3275,what is  alex grass reason for dying,[nan],,,,,,,,,,,,
3276,what gender is george rideout,[nan],,,,,,,,,,,,
3277,what is an example of an ambient music album,['Eraldo Bernocchi'],,,,,,,,,,,,
3278,which hampton was kyle haynes born in,['Wolverhampton'],,,,,,,,,,,,
3279,what religion does rainn wilson practice?,[nan],,,,,,,,,,,,
3280,What record label is jussi sydänmaa a part of,['Sony BMG'],,,,,,,,,,,,
3281,Which type of music does astudio create,['Soft rock'],,,,,,,,,,,,
3282,who was the producer of the film jay and silent bob strike back,['Scott Mosier'],,,,,,,,,,,,
3283,which instrument does byther smith play,[nan],,,,,,,,,,,,
3284,which label is created by robin pecknold,[nan],,,,,,,,,,,,
3285,what is a pop music album,['(One Glance Is) Holy'],,,,,,,,,,,,
3286,what does laini taylor do for a living,['Author'],,,,,,,,,,,,
3287,where in virginia did junius edgar west buy the farm,"['Richmond, Virginia']",,,,,,,,,,,,
3288,which artist is signed with metal blade records?,['Aeon (band)'],,,,,,,,,,,,
3289,what was the music in the film revolution,['John Corigliano'],,,,,,,,,,,,
3290,where did mary meigs take her last breath,['Montreal'],,,,,,,,,,,,
3291,"who was born in bath, somerset?",['Edward Macarthur'],,,,,,,,,,,,
3292,what films has shyam prasad reddy produced,['Aagraham (1993 film)'],,,,,,,,,,,,
3293,where did hans schjellerup's mother give birth,[nan],,,,,,,,,,,,
3294,Name a gameplay mode in the game socom: u.s. navy seals tactical strike,[nan],,,,,,,,,,,,
3295,which city did rudolf fernau die,['Munich'],,,,,,,,,,,,
3296,who wrote the story for the sea hawk,['Intertitle'],,,,,,,,,,,,
3297,What is the gender of scot mcfadyen?,[nan],,,,,,,,,,,,
3298,which war was joachim schlichting involved in?,['Battle of France'],,,,,,,,,,,,
3299,where was peter brabrook born,['Greenwich'],,,,,,,,,,,,
3300,which city uses mountain time zone,"['Mohave Valley, Arizona']",,,,,,,,,,,,
3301,which position did ike van zandt play in baseball,['Outfielder'],,,,,,,,,,,,
3302,who is the parent of salman khan,[nan],,,,,,,,,,,,
3303,What filmmaker directed the movie soul mates?,['Jack Conway (filmmaker)'],,,,,,,,,,,,
3304,what sex is rob pike,[nan],,,,,,,,,,,,
3305,Which ruler was born in beijing?,['Monica Mok'],,,,,,,,,,,,
3306,Who produced double wedding,[nan],,,,,,,,,,,,
3307,what position does football player marco borriello play,['Forward (association football)'],,,,,,,,,,,,
3308,Who is someone that was born in minsk,['Moisei Ginzburg'],,,,,,,,,,,,
3309,what river does the llano river flow from,['Colorado River (Texas)'],,,,,,,,,,,,
3310,is peter sheridan a male or female,[nan],,,,,,,,,,,,
3311,What is the gender of betsy eby,[nan],,,,,,,,,,,,
3312,What is the name of an indie rock album,['3D Friends'],,,,,,,,,,,,
3313,Name an artist signed to sanctuary records.,[nan],,,,,,,,,,,,
3314,Where was uri regev born in?,['Tel Aviv'],,,,,,,,,,,,
3315,Which country does ermano fegatilli have nationality in,['Belgium'],,,,,,,,,,,,
3316,Who was a person involved in battle of gallipoli?,[nan],,,,,,,,,,,,
3317,where was dan bigras born,['Montreal'],,,,,,,,,,,,
3318,What is the name of an episode written by trey parker,['The Spirit of Christmas (short films)'],,,,,,,,,,,,
3319,What is stevie wonder's gender?,[nan],,,,,,,,,,,,
3320,What position does Francesco Carratta play?,['Midfielder'],,,,,,,,,,,,
3321,who was the writer of the film shakes the clown,['Bobcat Goldthwait'],,,,,,,,,,,,
3322,who was a person born in ljubljana,['Gregor Židan'],,,,,,,,,,,,
3323,what label is steve lambke signed with,['Outside Music'],,,,,,,,,,,,
3324,what movie did jacques tati direct?,['Les Vacances de Monsieur Hulot'],,,,,,,,,,,,
3325,what is the country of origin of deka kurokawa suzuki,['Japan'],,,,,,,,,,,,
3326,Who was the developer behind demons winter?,['Strategic Simulations'],,,,,,,,,,,,
3327,Who was born in havant,['Dorothy Ellicott'],,,,,,,,,,,,
3328,what is the gender of rudy minarcin?,[nan],,,,,,,,,,,,
3329,what type of music does végastar make?,['Alternative rock'],,,,,,,,,,,,
3330,Name a person who was born in frankfurt,['Anselm Salomon von Rothschild'],,,,,,,,,,,,
3331,what is the nationality of tomasz szczypiński?,[nan],,,,,,,,,,,,
3332,what football position does stefan rieß play?,['Midfielder'],,,,,,,,,,,,
3333,What production company worked on strange triangle,['20'],,,,,,,,,,,,
3334,who is the child of l. l. zamenhof,['Zofia Zamenhof'],,,,,,,,,,,,
3335,Who wrote the work a lie of the mind?,['Sam Shepard'],,,,,,,,,,,,
3336,What position does roger vonlanthen play,['Forward (association football)'],,,,,,,,,,,,
3337,what is the title for a 1929 silent film,['39 East'],,,,,,,,,,,,
3338,Where in illinois was timothy davlin born,"['Springfield, Illinois']",,,,,,,,,,,,
3339,name a person born in middlesbrough.,['Caroline Johnson'],,,,,,,,,,,,
3340,What baseball position did shinya tsuruoka play,['Catcher'],,,,,,,,,,,,
3341,What is francis veber's profession?,['Director'],,,,,,,,,,,,
3342,what was didier diderot's place of birth?,[nan],,,,,,,,,,,,
3343,who was the developer of the game transbot?,['Sega'],,,,,,,,,,,,
3344,where was harry darby born,['Kansas'],,,,,,,,,,,,
3345,what position does Óscar javier morales play in soccer?,['Midfielder'],,,,,,,,,,,,
3346,where in italy was simonetta stefanelli's birth place?,['Rome'],,,,,,,,,,,,
3347,Who was the cinematographer for the film huckleberry finn (1974 film)?,['László Kovács (cinematographer)'],,,,,,,,,,,,
3348,What is john noble barlow's country of origin?,['English people'],,,,,,,,,,,,
3349,where did michel adanson's life end,[nan],,,,,,,,,,,,
3350,which city did keith joseph die,['Dallas'],,,,,,,,,,,,
3351,Who is a child of vairamuthu,['Kabilan Vairamuthu'],,,,,,,,,,,,
3352,What is Michael Kilian's profession?,['Scholar'],,,,,,,,,,,,
3353,what genre is rasoolan bai?,['Thumri'],,,,,,,,,,,,
3354,What type of music does atomic write,['Jazz'],,,,,,,,,,,,
3355,what is the gender of rosemary mckenna,[nan],,,,,,,,,,,,
3356,which stem profession is boris gostev in?,['Engineer'],,,,,,,,,,,,
3357,what language is alexander in,['Tamil language'],,,,,,,,,,,,
3358,"what NASA astronaut was born in macon, georgia",['Bryan Goldsby'],,,,,,,,,,,,
3359,where was vladimir ilyin born,['Yekaterinburg'],,,,,,,,,,,,
3360,what city was josh magennis born in,"['Bangor, County Down']",,,,,,,,,,,,
3361,What label is hi-tek signed to,['Babygrande Records'],,,,,,,,,,,,
3362,what country is fantômas se déchaîne filmed in?,['France'],,,,,,,,,,,,
3363,Which country was stephanie umoh born in,"['Lewisville, Texas']",,,,,,,,,,,,
3364,what is nick rolovich role in football,[nan],,,,,,,,,,,,
3365,What conflict did cyrus hamlin participate in,['American Civil War'],,,,,,,,,,,,
3366,what type of genre is the album a swingin affair!,[nan],,,,,,,,,,,,
3367,Which country is the film children of the dark from,['Japan'],,,,,,,,,,,,
3368,What kind of rock does sportfreunde stiller write,['Alternative rock'],,,,,,,,,,,,
3369,whats a game based on the platform game genre,['2 Fast 4 Gnomz'],,,,,,,,,,,,
3370,where event was the great conspiracy a part of,['Roman Britain'],,,,,,,,,,,,
3371,where did adam schaff die?,['Warsaw'],,,,,,,,,,,,
3372,Who is born in Accra?,['Mohammad Attiah'],,,,,,,,,,,,
3373,Name a reggae artist.,['2Baba'],,,,,,,,,,,,
3374,Who died from a myocardial infarction?,['Moses J. Epstein'],,,,,,,,,,,,
3375,What kind of book is the young magicians?,['Fantasy'],,,,,,,,,,,,
3376,what movie is directed by shinichiro watanabe,['Blade Runner Black Out 2022'],,,,,,,,,,,,
3377,paolo cardozo was born in which large Uruguay city?,['Montevideo'],,,,,,,,,,,,
3378,What's an album released by simply red,['Stars (Simply Red song)'],,,,,,,,,,,,
3379,Where was jeremy kinsman's place of birth?,['Montreal'],,,,,,,,,,,,
3380,what position did admir smajić play,['Defender (association football)'],,,,,,,,,,,,
3381,What's an album within the mathcore genre,['War from a Harlots Mouth'],,,,,,,,,,,,
3382,in what german city did ludwig fischer die,[nan],,,,,,,,,,,,
3383,what town was yuliya vetlova born in,[nan],,,,,,,,,,,,
3384,where was chris carmichael born,['Miami'],,,,,,,,,,,,
3385,Who is credited as the cinematographer for eternal sunshine of the spotless mind,['Ellen Kuras'],,,,,,,,,,,,
3386,who was born in chicago?,['Adam Simon'],,,,,,,,,,,,
3387,what movie did dick pope serve as the cinematographer for,['Another Year (film)'],,,,,,,,,,,,
3388,What genre is the album bridge considered,[nan],,,,,,,,,,,,
3389,what sex is yisrael ariel,[nan],,,,,,,,,,,,
3390,What language is used in the television program super friends,[nan],,,,,,,,,,,,
3391,What is vincent m. brennan's profession?,['Politician'],,,,,,,,,,,,
3392,what does  sebastjan cimirotič play in soccer,['Forward (association football)'],,,,,,,,,,,,
3393,Name a written work of author virginia woolf.,['Mr. Bennett and Mrs. Brown'],,,,,,,,,,,,
3394,where was shamil khan given birth,['Islamabad'],,,,,,,,,,,,
3395,what denomination does farooq abdullah practice,[nan],,,,,,,,,,,,
3396,where was sam morrow born,['Limavady'],,,,,,,,,,,,
3397,What is fernando lopez's gender?,[nan],,,,,,,,,,,,
3398,Which instrument does andrea corr play?,['Tin whistle'],,,,,,,,,,,,
3399,Name a 90's breakbeat album,"[""Bomfunk MC's""]",,,,,,,,,,,,
3400,what label is katatonia signed with,['Peaceville Records'],,,,,,,,,,,,
3401,which city was kolinda grabar-kitarović born,['Rijeka'],,,,,,,,,,,,
3402,What gender is raj singh arora?,[nan],,,,,,,,,,,,
3403,what is the gender of bob richardson?,[nan],,,,,,,,,,,,
3404,where was winston chao born,['Taiwan'],,,,,,,,,,,,
3405,Who is someone born in des moines,['Monrad Wallgren'],,,,,,,,,,,,
3406,what is francesco pasinetti's country of nationality,[nan],,,,,,,,,,,,
3407,what genre of music does tony newman sing,['Rock music'],,,,,,,,,,,,
3408,what is frank hafner's gender?,[nan],,,,,,,,,,,,
3409,who was the editor for serving sara?,['Jim Miller (film editor)'],,,,,,,,,,,,
3410,Where was fawzi al-mulki born,[nan],,,,,,,,,,,,
3411,What is a film where lukas ettlin was the cinematographer?,['Never Back Down'],,,,,,,,,,,,
3412,what is cidimar's gender,[nan],,,,,,,,,,,,
3413,where was jean marc mormeck born,['Pointe-à-Pitre'],,,,,,,,,,,,
3414,what label is  illinois jacquet apart of,['Epic Records'],,,,,,,,,,,,
3415,in which conflict did william vale participate in,['World War II'],,,,,,,,,,,,
3416,what film was written by jay mcinerney,"['Bright Lights, Big City (film)']",,,,,,,,,,,,
3417,whats  ram loevy gender,[nan],,,,,,,,,,,,
3418,which gender is gustaf molander affiliated with,[nan],,,,,,,,,,,,
3419,what is tony sealys position in soccer,['Forward (association football)'],,,,,,,,,,,,
3420,where did frank cellier die,[nan],,,,,,,,,,,,
3421,Who created the joker,[nan],,,,,,,,,,,,
3422,Is tom burke a man or a woman,[nan],,,,,,,,,,,,
3423,Who wrote straight time?,['Edward Bunker'],,,,,,,,,,,,
3424,where was the birthplace of malcolm crosby,['South Shields'],,,,,,,,,,,,
3425,What is the sex of matthew breeze?,[nan],,,,,,,,,,,,
3426,where did collin mckinney die,[nan],,,,,,,,,,,,
3427,what is the hard rock album name by McAuley Schneker Group,['21 Guns (band)'],,,,,,,,,,,,
3428,where did erich juskowiak die?,['West Germany'],,,,,,,,,,,,
3429,Name a work written by william blake,['Songs of Innocence and of Experience'],,,,,,,,,,,,
3430,"who directed darling, how could you!",['Mitchell Leisen'],,,,,,,,,,,,
3431,where did valley forge happen,"['Valley Forge, Pennsylvania']",,,,,,,,,,,,
3432,Name a person born in indian territory?,['Harry Harvey Sr.'],,,,,,,,,,,,
3433,what body of water does the richmond–san rafael bridge span,['San Francisco Bay'],,,,,,,,,,,,
3434,what is the film that ken hughes write?,['Wicked as They Come'],,,,,,,,,,,,
3435,where was malaka dewapriya born,['Colombo'],,,,,,,,,,,,
3436,Name a baseball pitcher,['A.J. Puckett'],,,,,,,,,,,,
3437,charles demuth died where?,[nan],,,,,,,,,,,,
3438,what style of music is ancient god of evil in?,[nan],,,,,,,,,,,,
3439,what gender is hso khan pha,[nan],,,,,,,,,,,,
3440,what position does john doolan play,[nan],,,,,,,,,,,,
3441,in what eastern county was rudy pompilli born,"['Chester, Pennsylvania']",,,,,,,,,,,,
3442,Who was a child of evelyn ward,['David Cassidy'],,,,,,,,,,,,
3443,whats xavier gélin profession,['Actor'],,,,,,,,,,,,
3444,where did hank schmulbach spend his final days,"['Belleville, Illinois']",,,,,,,,,,,,
3445,what kind of music is on in a different light?,[nan],,,,,,,,,,,,
3446,What time zone is kingston in?,['Eastern Time Zone'],,,,,,,,,,,,
3447,where did hans ritter von lex die,[nan],,,,,,,,,,,,
3448,which company made vanguard?,"['Atari, Inc.']",,,,,,,,,,,,
3449,who are the children of sargon of akkad,['Manishtushu'],,,,,,,,,,,,
3450,who was a pitcher for the chicago white sox?,['A.J. Puckett'],,,,,,,,,,,,
3451,what is the nationality of joffre guerrón?,['Ecuador'],,,,,,,,,,,,
3452,What position does soccer player agustín castillo play,['Midfielder'],,,,,,,,,,,,
3453,Where was paul schäfer born,[nan],,,,,,,,,,,,
3454,What is daniel pesina's profession?,['Expert'],,,,,,,,,,,,
3455,who was born in prague?,['Monika Leová'],,,,,,,,,,,,
3456,What is the name of a thrash metal album?,['A.N.I.M.A.L.'],,,,,,,,,,,,
3457,what is wally wingert's country of nationality?,"['Des Moines, Iowa']",,,,,,,,,,,,
3458,what organization produced 9 to 5,['20th Century Studios'],,,,,,,,,,,,
3459,who is the director of adoration?,['Atom Egoyan'],,,,,,,,,,,,
3460,where was pope siricius born,[nan],,,,,,,,,,,,
3461,which album was created by joan baez,['Diamonds & Rust (song)'],,,,,,,,,,,,
3462,what type of genre is  all creatures great and small,[nan],,,,,,,,,,,,
3463,Who directed the film Little Red Monkey?,['Ken Hughes'],,,,,,,,,,,,
3464,who created the fictional character anton arcane,['Len Wein'],,,,,,,,,,,,
3465,what is shaun groves's nationality,"['Franklin, Tennessee']",,,,,,,,,,,,
3466,who edited rudraksh,[nan],,,,,,,,,,,,
3467,Who is a notable person that was born in smyrna,['Mookie Betts'],,,,,,,,,,,,
3468,what is the biological gender of jean absil?,[nan],,,,,,,,,,,,
